full_name,year,inc_decile_p0p10,inc_decile_p10p20,inc_decile_p20p30,inc_decile_p30p40,inc_decile_p40p50,inc_decile_p50p60,inc_decile_p60p70,inc_decile_p70p80,inc_decile_p80p90,inc_decile_p90p100,country_code,total_population,mean_income
Brunei Darussalam,2009,3462,27698,46135,49595,59696,76542,91999,109184,139496,353583,BN,247865,95739
Brunei Darussalam,2010,3439,27513,46595,49802,59761,76638,91667,107963,137747,352271,BN,252749,95340
Brunei Darussalam,2011,3464,27715,47685,50577,60367,77310,91802,106942,135881,347438,BN,258645,94918
Brunei Darussalam,2012,3446,27566,47389,50203,60106,77250,91533,106071,134709,345167,BN,263998,94344
Brunei Darussalam,2013,3315,26516,45566,48292,58109,75044,88895,102737,130698,338064,BN,269052,91724
Brunei Darussalam,2014,3136,25087,43111,45775,55447,72029,85441,98704,126016,330983,BN,274190,88573
Brunei Darussalam,2015,3222,25774,44269,47010,57220,74683,88530,101933,130308,344978,BN,279615,91793
Brunei Darussalam,2016,3112,24899,42754,45448,55648,73024,86593,99515,127528,341514,BN,284337,90004
Brunei Darussalam,2017,3064,24510,42080,44713,54726,71794,85095,97727,125173,334684,BN,289739,88357
Brunei Darussalam,2018,2843,22746,39043,41454,50696,66475,78722,90295,115543,308031,BN,295478,81585
Brunei Darussalam,2019,2910,23284,39966,42434,51895,68047,80583,92430,118275,315314,BN,300991,83514
Brunei Darussalam,2020,2895,23158,39751,42206,51616,67681,80150,91933,117639,313618,BN,306042,83065
Bulgaria,1980,529,4233,7267,8741,9915,11461,14376,16487,18980,25170,BG,6288424,11716
Bulgaria,1981,581,4644,8037,9504,10661,12216,15143,17326,19951,27433,BG,6315518,12550
Bulgaria,1982,554,4433,7524,9273,10871,12801,15227,16670,19277,32462,BG,6346046,12909
Bulgaria,1983,587,4697,8347,10120,11497,13200,15296,16931,19644,33053,BG,6376145,13337
Bulgaria,1984,612,4898,8320,10191,11839,13922,16375,17802,20426,33265,BG,6400408,13765
Bulgaria,1985,653,5226,8758,10537,12173,14232,17128,18807,21465,31817,BG,6415749,14080
Bulgaria,1986,700,5604,9331,11056,12622,14703,18067,20042,22762,30670,BG,6433215,14556
Bulgaria,1987,782,6256,10178,11835,13462,15716,19818,22062,24242,27659,BG,6436660,15201
Bulgaria,1988,812,6493,10990,13119,14984,17495,22287,24633,26196,29229,BG,6429077,16624
Bulgaria,1989,777,6212,10373,12292,14390,16588,19087,21050,24174,37217,BG,6415808,16216
Bulgaria,1990,709,5670,9404,10811,12253,13766,16170,18831,22283,36331,BG,6400061,14623
Bulgaria,1991,605,4837,8024,9432,10999,12464,14692,17875,21794,39568,BG,6371064,14029
Bulgaria,1992,522,4173,6979,8323,9849,11359,13487,16350,20356,39814,BG,6342178,13121
Bulgaria,1993,499,3990,6639,7878,9400,10888,13012,15768,19691,40622,BG,6314171,12839
Bulgaria,1994,434,3471,5920,7181,8719,10343,12589,15574,20216,51516,BG,6287080,13596
Bulgaria,1995,444,3548,6046,7420,9034,10803,13179,16466,21655,57446,BG,6262446,14604
Bulgaria,1996,471,3770,6523,8016,9813,11699,14192,17408,22555,56961,BG,6246230,15141
Bulgaria,1997,414,3310,5684,6933,8498,10178,12439,15249,19861,48342,BG,6234203,13091
Bulgaria,1998,437,3495,6028,7384,9013,10724,13003,15797,20269,46459,BG,6224655,13261
Bulgaria,1999,412,3295,5636,6869,8373,9987,12074,14466,18292,40949,BG,6215309,12035
Bulgaria,2000,430,3438,5886,7175,8752,10393,12542,14995,18890,40906,BG,6203784,12341
Bulgaria,2001,444,3551,6099,7510,9184,10938,13250,15829,20036,45460,BG,6195542,13230
Bulgaria,2002,450,3604,6163,7593,9387,11236,13675,16760,21907,51844,BG,6181558,14262
Bulgaria,2003,488,3903,6696,8209,10049,11964,14620,17761,22786,51277,BG,6164357,14775
Bulgaria,2004,509,4072,7017,8781,10831,12896,15644,18992,24301,54340,BG,6147205,15738
Bulgaria,2005,523,4181,7273,9282,11488,13709,16578,20160,25726,57754,BG,6131668,16667
Bulgaria,2006,513,4101,7146,9123,11270,13722,17168,21422,27963,60902,BG,6107708,17333
Bulgaria,2007,543,4346,7426,9382,11594,14148,17683,21911,28536,59190,BG,6087160,17476
Bulgaria,2008,636,5088,8523,10654,13187,16118,20102,24729,32184,64984,BG,6067709,19621
Bulgaria,2009,621,4968,8447,10614,13020,15507,18602,22497,28831,66204,BG,6046718,18931
Bulgaria,2010,615,4918,8314,10521,12938,15615,18760,22708,29274,66107,BG,6023082,18977
Bulgaria,2011,627,5013,8550,10838,13278,16134,19247,23133,29450,68132,BG,5993996,19440
Bulgaria,2012,602,4816,8236,10528,13103,15959,19258,23470,30195,74169,BG,5967909,20034
Bulgaria,2013,643,5145,8889,11257,13656,16356,19489,23344,29851,70909,BG,5940839,19954
Bulgaria,2014,634,5069,8594,10717,13295,16261,19588,23921,31005,77234,BG,5908026,20632
Bulgaria,2015,647,5177,8757,10731,13043,15845,19351,24185,31971,81140,BG,5867219,21085
Bulgaria,2016,627,5012,8423,10429,12938,15959,19541,24219,31723,90300,BG,5829715,21917
Bulgaria,2017,647,5178,8636,10579,12909,15859,19732,24457,32345,100482,BG,5779641,23082
Bulgaria,2018,676,5406,8917,10929,13468,16363,20219,25157,33845,103784,BG,5722449,23876
Bulgaria,2019,707,5659,9334,11439,14096,17125,21159,26327,35422,108703,BG,5665700,24997
Bulgaria,2020,679,5429,8956,10976,13526,16434,20305,25266,34000,104457,BG,5613182,24003
Burkina Faso,1980,35,281,476,609,760,958,1257,1758,2877,12417,BF,2995508,2143
Burkina Faso,1981,36,287,486,622,775,977,1283,1794,2936,12671,BF,3044056,2187
Burkina Faso,1982,39,309,524,671,836,1054,1383,1934,3166,13664,BF,3100609,2358
Burkina Faso,1983,38,303,513,657,819,1032,1354,1894,3100,13379,BF,3163388,2309
Burkina Faso,1984,36,290,491,629,784,988,1296,1813,2967,12807,BF,3230610,2210
Burkina Faso,1985,39,309,523,670,835,1053,1382,1932,3162,13648,BF,3301727,2355
Burkina Faso,1986,41,327,555,710,885,1116,1464,2047,3350,14462,BF,3372593,2496
Burkina Faso,1987,40,318,539,690,860,1084,1423,1990,3257,14057,BF,3449938,2426
Burkina Faso,1988,41,329,558,714,890,1122,1472,2059,3369,14544,BF,3532692,2510
Burkina Faso,1989,41,328,556,711,887,1118,1467,2051,3357,14488,BF,3619867,2500
Burkina Faso,1990,40,317,537,687,857,1080,1417,1982,3243,14000,BF,3711154,2416
Burkina Faso,1991,42,339,574,735,916,1155,1516,2120,3469,14972,BF,3801229,2584
Burkina Faso,1992,41,330,560,716,893,1126,1478,2067,3382,14598,BF,3896142,2519
Burkina Faso,1993,42,333,564,722,900,1135,1489,2083,3409,14713,BF,3996881,2539
Burkina Faso,1994,41,328,555,711,887,1117,1466,2051,3356,14486,BF,4105031,2500
Burkina Faso,1995,42,332,565,723,903,1134,1473,2037,3317,15129,BF,4221552,2565
Burkina Faso,1996,44,355,605,776,970,1214,1561,2131,3454,16659,BF,4335386,2777
Burkina Faso,1997,45,362,618,794,993,1239,1575,2123,3422,17480,BF,4459055,2865
Burkina Faso,1998,47,372,637,819,1025,1274,1603,2130,3414,18492,BF,4591694,2981
Burkina Faso,1999,51,405,691,888,1113,1402,1770,2356,3741,18543,BF,4732427,3096
Burkina Faso,2000,54,428,728,935,1173,1495,1895,2525,3977,18062,BF,4881066,3127
Burkina Faso,2001,58,462,783,1006,1263,1627,2070,2760,4315,17977,BF,5028282,3232
Burkina Faso,2002,61,487,823,1058,1329,1729,2206,2944,4572,17486,BF,5186067,3269
Burkina Faso,2003,66,528,891,1145,1440,1889,2418,3228,4984,17504,BF,5353306,3409
Burkina Faso,2004,68,542,916,1177,1477,1918,2447,3256,4981,17551,BF,5528742,3433
Burkina Faso,2005,72,576,975,1252,1567,2016,2563,3398,5150,18211,BF,5711559,3578
Burkina Faso,2006,75,602,1021,1312,1637,2087,2644,3493,5246,18613,BF,5891391,3673
Burkina Faso,2007,77,617,1050,1348,1678,2120,2678,3525,5245,18674,BF,6080536,3701
Burkina Faso,2008,80,641,1093,1404,1743,2183,2749,3605,5313,18985,BF,6278397,3780
Burkina Faso,2009,81,648,1106,1420,1759,2184,2742,3583,5231,18759,BF,6485235,3751
Burkina Faso,2010,89,708,1205,1531,1884,2327,2910,3793,5536,19553,BF,6701455,3954
Burkina Faso,2011,95,758,1283,1615,1976,2429,3024,3931,5737,19958,BF,6916967,4081
Burkina Faso,2012,101,807,1362,1698,2066,2527,3134,4063,5929,20309,BF,7145035,4200
Burkina Faso,2013,105,841,1412,1746,2113,2572,3177,4109,5995,20217,BF,7383846,4229
Burkina Faso,2014,108,867,1452,1780,2142,2596,3194,4120,6010,19953,BF,7631727,4222
Burkina Faso,2015,108,867,1451,1780,2142,2595,3194,4119,6009,19949,BF,7888507,4221
Burkina Faso,2016,111,884,1481,1816,2185,2647,3258,4202,6130,20350,BF,8153827,4306
Burkina Faso,2017,114,911,1525,1870,2250,2726,3355,4327,6312,20955,BF,8428323,4434
Burkina Faso,2018,117,939,1572,1928,2321,2812,3460,4463,6510,21614,BF,8713265,4574
Burkina Faso,2019,120,960,1607,1970,2371,2873,3535,4560,6652,22084,BF,9010610,4673
Burkina Faso,2020,116,932,1560,1913,2302,2789,3432,4427,6457,21438,BF,9321544,4537
Burundi,1980,53,426,727,917,1132,1368,1679,2151,3021,8622,BI,1846327,2010
Burundi,1981,59,471,804,1015,1254,1515,1859,2381,3345,9546,BI,1889630,2225
Burundi,1982,56,448,765,966,1192,1440,1768,2265,3181,9079,BI,1935675,2116
Burundi,1983,56,451,769,971,1199,1448,1778,2277,3198,9127,BI,1983349,2127
Burundi,1984,54,434,740,934,1153,1393,1710,2191,3077,8783,BI,2032095,2047
Burundi,1985,60,477,814,1027,1268,1532,1881,2410,3384,9659,BI,2081995,2251
Burundi,1986,60,479,817,1031,1273,1539,1889,2419,3398,9698,BI,2127541,2260
Burundi,1987,61,489,835,1054,1302,1573,1931,2473,3473,9913,BI,2175619,2310
Burundi,1988,63,505,862,1088,1343,1623,1992,2551,3583,10227,BI,2225053,2384
Burundi,1989,63,502,856,1081,1334,1612,1979,2535,3560,10161,BI,2274137,2368
Burundi,1990,64,511,873,1102,1360,1643,2017,2584,3629,10358,BI,2321169,2414
Burundi,1991,68,541,924,1166,1439,1739,2135,2735,3841,10962,BI,2333929,2555
Burundi,1992,68,546,931,1176,1451,1754,2153,2757,3873,11053,BI,2343316,2576
Burundi,1993,61,487,834,1061,1315,1602,1971,2529,3567,10623,BI,2348932,2405
Burundi,1994,56,450,773,990,1233,1515,1869,2401,3403,10563,BI,2351504,2325
Burundi,1995,49,393,677,874,1095,1357,1678,2160,3075,9944,BI,2353180,2130
Burundi,1996,42,339,586,764,962,1204,1492,1923,2752,9265,BI,2362205,1933
Burundi,1997,40,319,553,727,920,1164,1446,1868,2686,9408,BI,2369635,1913
Burundi,1998,40,320,558,742,945,1208,1504,1947,2814,10248,BI,2379865,2033
Burundi,1999,41,329,568,745,941,1194,1486,1921,2779,9910,BI,2398268,1991
Burundi,2000,42,333,571,740,929,1170,1453,1877,2719,9491,BI,2428571,1933
Burundi,2001,43,343,585,749,934,1167,1448,1868,2708,9255,BI,2505723,1910
Burundi,2002,45,363,614,779,963,1195,1481,1910,2772,9269,BI,2599215,1939
Burundi,2003,44,352,592,742,912,1123,1390,1791,2602,8513,BI,2707488,1806
Burundi,2004,46,368,616,765,934,1144,1414,1819,2645,8468,BI,2828066,1822
Burundi,2005,46,371,618,760,923,1122,1385,1780,2591,8113,BI,2958369,1771
Burundi,2006,50,399,661,806,972,1174,1447,1859,2709,8292,BI,3095805,1837
Burundi,2007,48,384,639,785,950,1149,1417,1824,2668,8272,BI,3244372,1814
Burundi,2008,47,375,626,773,940,1138,1405,1812,2660,8354,BI,3400870,1813
Burundi,2009,45,358,600,745,910,1103,1363,1761,2594,8251,BI,3561259,1773
Burundi,2010,44,352,592,741,908,1103,1364,1766,2611,8409,BI,3722903,1789
Burundi,2011,43,341,576,726,894,1087,1345,1745,2591,8446,BI,3872088,1780
Burundi,2012,42,335,570,723,894,1088,1348,1753,2611,8618,BI,4022609,1798
Burundi,2013,42,332,567,726,901,1099,1362,1774,2654,8865,BI,4173372,1832
Burundi,2014,42,334,570,729,906,1104,1369,1784,2668,8912,BI,4324276,1842
Burundi,2015,39,308,526,673,835,1019,1263,1645,2461,8220,BI,4475998,1699
Burundi,2016,37,296,505,646,802,978,1212,1580,2362,7892,BI,4631988,1631
Burundi,2017,36,288,492,629,781,952,1180,1537,2299,7680,BI,4791512,1587
Burundi,2018,36,284,486,621,771,940,1166,1518,2271,7586,BI,4954612,1568
Burundi,2019,35,280,479,612,760,927,1149,1497,2238,7477,BI,5121593,1545
Burundi,2020,33,267,456,583,724,883,1094,1426,2132,7123,BI,5293043,1472
Cabo Verde,1980,43,341,599,819,1076,1416,1869,2574,4245,20188,CV,109458,3317
Cabo Verde,1981,44,351,617,844,1108,1459,1926,2652,4374,20800,CV,113286,3417
Cabo Verde,1982,42,334,587,803,1054,1388,1833,2524,4162,19792,CV,117900,3252
Cabo Verde,1983,43,345,607,829,1089,1434,1893,2608,4300,20448,CV,122874,3360
Cabo Verde,1984,44,349,614,839,1102,1450,1915,2637,4348,20678,CV,127662,3397
Cabo Verde,1985,46,369,649,887,1165,1534,2025,2789,4600,21873,CV,131933,3594
Cabo Verde,1986,47,375,658,900,1182,1556,2054,2828,4665,22181,CV,135644,3644
Cabo Verde,1987,48,387,680,930,1221,1607,2122,2923,4820,22919,CV,138633,3766
Cabo Verde,1988,51,405,711,972,1277,1681,2219,3056,5040,23968,CV,141124,3938
Cabo Verde,1989,53,426,749,1024,1345,1771,2338,3219,5309,25246,CV,143507,4148
Cabo Verde,1990,52,417,733,1002,1316,1732,2287,3150,5195,24702,CV,146130,4059
Cabo Verde,1991,51,409,718,981,1288,1696,2239,3084,5086,24186,CV,150229,3974
Cabo Verde,1992,55,440,772,1056,1387,1826,2411,3320,5475,26034,CV,154915,4277
Cabo Verde,1993,58,461,811,1108,1455,1916,2530,3484,5745,27320,CV,159955,4489
Cabo Verde,1994,67,533,937,1280,1682,2214,2923,4026,6640,31573,CV,165075,5188
Cabo Verde,1995,73,587,1032,1410,1853,2439,3220,4434,7313,34775,CV,170106,5714
Cabo Verde,1996,79,632,1110,1517,1992,2623,3463,4769,7864,37396,CV,174700,6144
Cabo Verde,1997,85,683,1200,1640,2154,2836,3744,5156,8503,40435,CV,179294,6644
Cabo Verde,1998,93,746,1310,1790,2352,3096,4087,5629,9283,44143,CV,183928,7253
Cabo Verde,1999,101,804,1412,1930,2536,3338,4407,6070,10010,47600,CV,188703,7821
Cabo Verde,2000,111,889,1561,2134,2803,3690,4872,6709,11065,52616,CV,193755,8645
Cabo Verde,2001,111,886,1557,2128,2796,3680,4859,6692,11035,52476,CV,200406,8622
Cabo Verde,2002,116,925,1623,2217,2903,3799,4996,6880,11293,51902,CV,207066,8665
Cabo Verde,2003,121,965,1693,2310,3016,3925,5142,7082,11570,51399,CV,213931,8722
Cabo Verde,2004,133,1062,1862,2539,3307,4281,5588,7697,12520,53756,CV,221229,9274
Cabo Verde,2005,138,1108,1942,2646,3438,4428,5760,7934,12851,53336,CV,229063,9358
Cabo Verde,2006,148,1186,2079,2831,3669,4703,6098,8400,13550,54355,CV,237826,9702
Cabo Verde,2007,173,1385,2425,3301,4268,5447,7039,9697,15581,60408,CV,246890,10972
Cabo Verde,2008,182,1453,2540,3445,4452,5683,7342,10083,16088,60940,CV,256080,11221
Cabo Verde,2009,177,1415,2468,3336,4308,5501,7105,9728,15415,57043,CV,265136,10650
Cabo Verde,2010,173,1384,2408,3246,4188,5349,6907,9430,14844,53652,CV,273958,10158
Cabo Verde,2011,181,1446,2512,3376,4354,5562,7180,9775,15287,53967,CV,283303,10364
Cabo Verde,2012,180,1443,2501,3352,4320,5521,7124,9673,15033,51823,CV,292413,10097
Cabo Verde,2013,182,1454,2516,3364,4333,5538,7145,9676,14944,50301,CV,301048,9945
Cabo Verde,2014,179,1435,2478,3304,4253,5437,7012,9473,14542,47786,CV,309116,9590
Cabo Verde,2015,183,1467,2529,3364,4327,5533,7135,9615,14674,47068,CV,316654,9590
Cabo Verde,2016,189,1508,2600,3459,4450,5690,7337,9888,15090,48402,CV,324192,9861
Cabo Verde,2017,192,1534,2644,3517,4525,5785,7460,10054,15343,49214,CV,331466,10027
Cabo Verde,2018,199,1594,2749,3656,4704,6015,7756,10452,15950,51162,CV,338359,10424
Cabo Verde,2019,207,1659,2860,3804,4894,6257,8069,10873,16593,53226,CV,344832,10844
Cabo Verde,2020,172,1378,2376,3160,4065,5198,6703,9033,13785,44217,CV,350973,9009
Cambodia,1980,30,242,449,665,945,1295,1758,2461,3656,15193,KH,3213355,2669
Cambodia,1981,30,239,443,657,934,1279,1736,2431,3611,15008,KH,3269264,2637
Cambodia,1982,29,235,435,645,917,1256,1705,2387,3546,14739,KH,3334488,2590
Cambodia,1983,30,241,445,660,938,1285,1745,2444,3630,15086,KH,3409876,2650
Cambodia,1984,31,246,455,674,959,1314,1784,2497,3709,15417,KH,3501341,2709
Cambodia,1985,31,249,461,683,972,1331,1808,2531,3759,15624,KH,3607326,2745
Cambodia,1986,32,254,469,695,989,1354,1839,2574,3824,15893,KH,3661625,2792
Cambodia,1987,38,303,560,829,1179,1615,2193,3071,4562,18959,KH,3753669,3331
Cambodia,1988,43,342,633,938,1334,1827,2480,3472,5158,21437,KH,3869108,3766
Cambodia,1989,41,329,609,902,1282,1756,2384,3338,4959,20609,KH,3988055,3621
Cambodia,1990,40,322,596,883,1256,1721,2336,3271,4859,20193,KH,4103861,3548
Cambodia,1991,42,335,620,919,1306,1789,2429,3401,5053,21000,KH,4264102,3689
Cambodia,1992,43,345,638,946,1345,1842,2501,3501,5201,21615,KH,4422798,3798
Cambodia,1993,44,350,648,960,1365,1869,2538,3553,5278,21934,KH,4577760,3854
Cambodia,1994,27,212,393,582,827,1133,1538,2154,3199,13295,KH,4730463,2336
Cambodia,1995,29,229,424,628,893,1223,1660,2325,3453,14352,KH,4879499,2522
Cambodia,1996,30,236,437,647,920,1260,1711,2396,3559,14790,KH,4999021,2599
Cambodia,1997,30,244,451,668,951,1302,1768,2475,3676,15279,KH,5103245,2684
Cambodia,1998,31,248,459,680,966,1324,1797,2516,3738,15535,KH,5203056,2729
Cambodia,1999,34,271,502,743,1057,1447,1965,2751,4087,16986,KH,5319898,2984
Cambodia,2000,36,290,536,794,1129,1546,2099,2939,4365,18142,KH,5474596,3187
Cambodia,2001,37,298,551,817,1162,1591,2160,3025,4493,18674,KH,5689984,3281
Cambodia,2002,38,301,557,826,1174,1608,2183,3057,4541,18873,KH,5941130,3316
Cambodia,2003,39,313,579,858,1220,1671,2269,3177,4719,19611,KH,6217326,3446
Cambodia,2004,41,329,609,902,1282,1756,2384,3338,4959,20608,KH,6495204,3621
Cambodia,2005,44,356,658,975,1386,1899,2578,3610,5362,22286,KH,6754884,3915
Cambodia,2006,48,380,703,1042,1482,2029,2755,3858,5731,23817,KH,7031229,4184
Cambodia,2007,51,405,750,1111,1579,2163,2937,4112,6108,25386,KH,7271940,4460
Cambodia,2008,52,418,774,1146,1630,2232,3031,4243,6303,26197,KH,7477065,4603
Cambodia,2009,51,407,752,1114,1585,2171,2947,4126,6129,25474,KH,7668704,4476
Cambodia,2010,67,539,941,1271,1716,2293,3032,4123,6073,26532,KH,7869842,4659
Cambodia,2011,103,825,1369,1722,2294,3051,3882,4998,6952,23133,KH,8066752,4833
Cambodia,2012,113,905,1494,1853,2436,3222,4092,5260,7268,23309,KH,8303078,4995
Cambodia,2013,120,961,1551,1856,2422,3206,4028,5093,7100,25254,KH,8560691,5159
Cambodia,2014,97,777,1510,2196,2772,3351,4246,5668,7866,24878,KH,8813968,5336
Cambodia,2015,101,812,1578,2294,2894,3496,4427,5907,8195,25894,KH,9048711,5560
Cambodia,2016,106,847,1646,2394,3021,3651,4626,6175,8569,27094,KH,9281951,5813
Cambodia,2017,111,887,1723,2505,3160,3817,4834,6450,8948,28272,KH,9499662,6071
Cambodia,2018,117,935,1817,2640,3327,4016,5081,6776,9395,29640,KH,9703428,6374
Cambodia,2019,123,983,1910,2775,3497,4221,5341,7123,9876,31157,KH,9898596,6700
Cambodia,2020,115,923,1793,2605,3283,3963,5014,6687,9272,29251,KH,10088308,6291
Cameroon,1980,132,1054,1762,2203,2743,3410,4370,6102,9572,37254,CM,3920121,6860
Cameroon,1981,151,1209,2021,2528,3146,3911,5012,7000,10980,42735,CM,4012137,7869
Cameroon,1982,159,1275,2132,2665,3318,4125,5286,7381,11578,45065,CM,4109867,8298
Cameroon,1983,166,1330,2224,2780,3461,4302,5514,7699,12077,47007,CM,4213757,8656
Cameroon,1984,173,1386,2317,2897,3607,4483,5746,8023,12585,48985,CM,4324668,9020
Cameroon,1985,178,1426,2385,2982,3712,4615,5914,8258,12954,50418,CM,4443058,9284
Cameroon,1986,191,1532,2561,3203,3987,4956,6351,8870,13913,54151,CM,4558153,9972
Cameroon,1987,179,1428,2388,2986,3717,4621,5921,8269,12971,50483,CM,4683107,9296
Cameroon,1988,158,1267,2118,2649,3297,4099,5253,7335,11506,44782,CM,4816193,8246
Cameroon,1989,152,1217,2036,2545,3168,3939,5047,7049,11056,43034,CM,4955582,7924
Cameroon,1990,138,1101,1841,2302,2865,3562,4565,6375,9999,38919,CM,5100622,7167
Cameroon,1991,130,1043,1745,2182,2716,3376,4326,6042,9477,36886,CM,5239405,6792
Cameroon,1992,119,955,1597,1996,2485,3089,3959,5528,8672,33753,CM,5385305,6215
Cameroon,1993,108,865,1446,1808,2251,2798,3586,5008,7855,30574,CM,5538227,5630
Cameroon,1994,109,872,1457,1822,2268,2820,3614,5047,7916,30810,CM,5698449,5674
Cameroon,1995,109,875,1462,1828,2276,2830,3626,5064,7943,30915,CM,5866505,5693
Cameroon,1996,109,873,1459,1825,2271,2823,3618,5053,7926,30849,CM,6028318,5681
Cameroon,1997,110,883,1484,1869,2339,2912,3721,5133,7989,30792,CM,6198700,5723
Cameroon,1998,117,937,1581,2004,2522,3145,4007,5462,8436,32193,CM,6379254,6040
Cameroon,1999,115,918,1555,1985,2511,3135,3984,5368,8227,31082,CM,6571224,5888
Cameroon,2000,118,948,1613,2073,2635,3294,4175,5564,8462,31649,CM,6775018,6053
Cameroon,2001,123,984,1682,2176,2779,3479,4398,5797,8750,32395,CM,6974349,6256
Cameroon,2002,123,984,1685,2188,2797,3522,4478,5924,8931,32575,CM,7184156,6321
Cameroon,2003,124,991,1701,2217,2836,3592,4593,6098,9185,33004,CM,7405121,6434
Cameroon,2004,127,1017,1751,2291,2933,3737,4804,6402,9632,34103,CM,7638478,6680
Cameroon,2005,123,984,1699,2231,2859,3663,4736,6333,9519,33207,CM,7884599,6535
Cameroon,2006,124,995,1722,2271,2912,3753,4878,6545,9829,33789,CM,8127292,6682
Cameroon,2007,124,995,1726,2286,2933,3803,4969,6691,10037,34007,CM,8386074,6757
Cameroon,2008,123,982,1708,2279,2946,3830,5015,6755,10178,34600,CM,8657648,6842
Cameroon,2009,118,940,1639,2202,2868,3740,4907,6613,10007,34137,CM,8938076,6717
Cameroon,2010,116,926,1619,2193,2877,3763,4948,6671,10139,34703,CM,9225599,6796
Cameroon,2011,113,907,1590,2172,2872,3768,4964,6696,10221,35099,CM,9514983,6840
Cameroon,2012,111,889,1562,2151,2868,3774,4983,6724,10310,35520,CM,9814592,6889
Cameroon,2013,110,880,1552,2155,2897,3824,5059,6830,10518,36356,CM,10123209,7018
Cameroon,2014,110,877,1552,2176,2948,3905,5177,6993,10815,37506,CM,10440281,7206
Cameroon,2015,113,904,1600,2243,3039,4025,5337,7209,11148,38663,CM,10765833,7428
Cameroon,2016,114,915,1619,2270,3076,4073,5400,7295,11282,39125,CM,11094572,7517
Cameroon,2017,115,917,1623,2275,3083,4083,5414,7313,11310,39221,CM,11432864,7535
Cameroon,2018,116,926,1638,2296,3112,4121,5464,7381,11415,39588,CM,11782293,7606
Cameroon,2019,116,931,1646,2308,3128,4142,5492,7419,11474,39792,CM,12145223,7645
Cameroon,2020,109,875,1547,2169,2940,3893,5162,6973,10784,37399,CM,12523378,7185
Canada,1980,1234,9871,15477,18156,23126,29884,37764,48304,68858,143403,CA,16522061,39608
Canada,1981,1266,10126,15875,18654,23807,30836,39032,49844,70223,139338,CA,16917545,39900
Canada,1982,1206,9645,15121,17759,22651,29321,37101,47411,66975,129317,CA,17298063,37651
Canada,1983,1175,9404,14742,17351,22195,28852,36724,47294,67325,134300,CA,17652274,37936
Canada,1984,1243,9944,15590,18326,23402,30340,38465,49232,69399,137978,CA,17996877,39392
Canada,1985,1309,10472,16418,19263,24534,31683,39922,50623,70453,141361,CA,18321520,40604
Canada,1986,1351,10805,16944,19785,25045,32071,39998,50214,69801,140421,CA,18627545,40643
Canada,1987,1405,11243,17632,20548,25940,33079,40997,50992,70076,146765,CA,18963270,41868
Canada,1988,1500,12001,18824,21828,27381,34603,42391,52058,71126,154690,CA,19271950,43640
Canada,1989,1489,11909,18681,21641,27113,34204,41818,51285,70328,158408,CA,19682066,43688
Canada,1990,1525,12200,19139,22150,27715,34900,42553,51946,70514,144388,CA,20022937,42703
Canada,1991,1443,11542,18107,20963,26248,33103,40512,49913,69220,140773,CA,20314340,41182
Canada,1992,1382,11057,17344,20118,25257,31986,39406,49085,69226,142138,CA,20571985,40700
Canada,1993,1337,10697,16778,19517,24595,31316,38869,48893,69767,149616,CA,20826573,41139
Canada,1994,1288,10301,16151,18929,24075,31027,39027,49596,70885,164916,CA,21082865,42620
Canada,1995,1377,11015,17274,20181,25572,32809,41095,52116,74210,158382,CA,21346618,43403
Canada,1996,1364,10913,17112,20004,25364,32566,40820,51783,73737,161965,CA,21614531,43563
Canada,1997,1375,10999,17246,20220,25732,33198,41825,53223,75463,171054,CA,21900118,45034
Canada,1998,1418,11348,17793,20839,26482,34091,42819,54272,76710,176590,CA,22144191,46236
Canada,1999,1485,11881,18629,21813,27709,35643,44696,56456,79257,186201,CA,22407441,48377
Canada,2000,1501,12011,18831,22099,28148,36336,45738,57928,81233,203350,CA,22706367,50717
Canada,2001,1535,12281,19255,22558,28668,36886,46218,58170,80937,197172,CA,23049173,50368
Canada,2002,1549,12393,19430,22788,29007,37413,47055,59570,83551,199947,CA,23397298,51270
Canada,2003,1549,12389,19424,22805,29068,37564,47360,60112,84405,201829,CA,23715376,51650
Canada,2004,1579,12635,19810,23234,29571,38131,47934,60622,84916,210762,CA,24042318,52920
Canada,2005,1594,12754,19997,23441,29813,38401,48193,60801,84983,219572,CA,24370523,53955
Canada,2006,1625,13004,20390,23873,30315,38957,48733,61240,85420,229235,CA,24712645,55279
Canada,2007,1626,13011,20401,23891,30345,39002,48781,61229,85114,231239,CA,25071626,55464
Canada,2008,1629,13029,20429,23917,30369,39027,48833,61406,85705,222768,CA,25451994,54711
Canada,2009,1583,12661,19854,23201,29395,37677,47043,59211,83456,203743,CA,25862821,51782
Canada,2010,1587,12698,19911,23264,29469,37760,47135,59328,83762,211880,CA,26273002,52679
Canada,2011,1586,12684,19889,23260,29498,37859,47351,59709,84287,213963,CA,26641495,53009
Canada,2012,1631,13050,20463,23910,30290,38821,48480,61074,86356,215183,CA,27008580,53926
Canada,2013,1610,12883,20201,23644,30017,38577,48312,60975,86153,223086,CA,27390552,54546
Canada,2014,1639,13110,20557,24028,30448,39028,48715,61256,86409,228591,CA,27771962,55378
Canada,2015,1636,13092,20530,23956,30291,38698,48071,60047,84133,225627,CA,28142186,54608
Canada,2016,1707,13660,21423,24947,31462,40054,49541,61589,85890,214818,CA,28506182,54509
